"","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","infl","ltr","corpr","svar","D12.diff","E12.diff","b.m.diff","tbl.diff","AAA.diff","BAA.diff","lty.diff","ntis.diff","infl.diff","ltr.diff","corpr.diff","svar.diff","tbl.lagdiff","AAA.lagdiff","BAA.lagdiff","lty.lagdiff","ltr.lagdiff","corpr.lagdiff","EqPremResponse"
"93",1.2,2.54,0.8134474678,0.0115,-0.0419881406,-0.0353881406,-0.0465881406,0.0303966588,0.0681881406,0.0037941253,0.0006969615,0.0072109902,0.03,0.17,-0.0120803167,3e-04,0.0178880763,0.0178880763,0.0175880763,0.0011053168,-0.0174880763,0.0070101455,-0.0059153142,0.0051715205,0,-0.025110084,-0.025210084,-0.026210084,-0.000885192399999998,0.0062402833,"1"
"94",1.33,2.72,0.7514578547,0.013,-0.0325236472,-0.0268236472,-0.0369236472,0.0259142089,0.0589236472,-0.0003420354,0.0067843877,0.0055042281,0.13,0.18,-0.0619896131,0.0015,0.00946449340000002,0.00856449340000001,0.00966449340000002,-0.0044824499,-0.00926449340000002,-0.0041361607,0.0060874262,-0.0017067621,-0.001,-0.0382424652,-0.0381424652,-0.0376424652,-0.0064314752,0.0012052135,"1"
"95",1.47,2.84,0.7225384419,0.0134,0.00732352260000002,0.0126235226,0.00302352260000002,0.0313582559,0.0193764774,0.0002810931,0.0069062501,0.0067066205,0.14,0.12,-0.0289194128,0.000400000000000001,0.0398471698,0.0394471698,0.0399471698,0.005444047,-0.0395471698,0.0006231285,0.0001218624,0.0012023924,3e-04,-0.0322,-0.0326,-0.0323,-0.004095939,-0.0215790009,"1"
"96",1.52,2.83,0.7813946002,0.014,0.00469492890000001,0.00919492890000002,0.000994928900000015,0.0326867713,0.0231050711,-0.0173171262,-0.0261489119,0.0035829975,0.05,-0.00999999999999979,0.0588561582999999,6e-04,-0.00262859370000001,-0.0034285937,-0.0020285937,0.0013285154,0.0037285937,-0.0175982193,-0.033055162,-0.003123623,0.000200000000000001,0.00459860730000006,0.00389860730000006,0.00519860730000005,-0.0124408309,0.0124260097,"0"
"97",1.56,2.72,0.8003626772,0.0145,0.00646976679999996,0.0119697668,0.00296976679999996,0.0363411209,0.0229302332,-0.0192749595,-0.0116763426,0.0033923914,0.04,-0.11,0.018968077,5e-04,0.00177483789999995,0.00277483789999994,0.00197483789999995,0.0036543496,-0.000174837899999947,-0.0019578333,0.0144725693,-0.0001906061,3e-04,0.0178880763,0.0178880763,0.0175880763,0.0070101455,-0.0059153142,"1"
"98",1.52,2.51,0.7161823278,0.0163,0.0207954373,0.0269954373,0.0176954373,0.0287995059,0.00760456270000004,0.015645927,0.0262505379,0.0022447564,-0.04,-0.21,-0.0841803494,0.0018,0.0143256705,0.0150256705,0.0147256705,-0.007541615,-0.0153256705,0.0349208865,0.0379268805,-0.001147635,0.0015,0.00946449340000002,0.00856449340000001,0.00966449340000002,-0.0041361607,0.0060874262,"1"
"99",1.41,2.44,0.7213163466,0.0173,0.0186935859,0.0246935859,0.0154935859,0.0361507878,0.0114064141,-0.018636657,-0.014830517,0.0029620943,-0.11,-0.0699999999999998,0.00513401879999997,0.001,-0.00210185139999995,-0.00230185139999994,-0.00220185139999994,0.0073512819,0.00380185139999994,-0.034282584,-0.0410810549,0.0007173379,0.000400000000000001,0.0398471698,0.0394471698,0.0399471698,0.0006231285,0.0001218624,"1"
"100",1.42,2.4,0.7518741186,0.0159,0.0182793516,0.0237793516,0.0149793516,0.0320941367,0.0113206484,0.0153505835,0.0189162045,0.0021018372,0.01,-0.04,0.030557772,-0.0014,-0.000414234300000035,-0.000914234300000039,-0.000514234300000038,-0.0040566511,-8.57656999999623e-05,0.0339872405,0.0337467215,-0.0008602571,6e-04,-0.00262859370000001,-0.0034285937,-0.0020285937,-0.0175982193,-0.033055162,"1"
"101",1.45,2.34,0.7387150879,0.017,0.0218951781,0.0274951781,0.0183951781,0.0277312703,0.00750482189999996,0.0140476931,0.004303078,0.0016595585,0.03,-0.0600000000000001,-0.0131590307,0.0011,0.00361582650000006,0.00371582650000007,0.00341582650000006,-0.0043628664,-0.00381582650000006,-0.0013028904,-0.0146131265,-0.0004422787,5e-04,0.00177483789999995,0.00277483789999994,0.00197483789999995,-0.0019578333,0.0144725693,"0"
"102",1.45,2.36,0.7486789106,0.0171,0.0219951781,0.0276951781,0.0201951781,0.031038055,0.00750482189999996,-0.021869182,0.0060958419,0.001075591,0,0.02,0.00996382270000007,9.99999999999994e-05,9.99999999999994e-05,0.000199999999999999,0.0018,0.0033067847,0,-0.0359168751,0.0017927639,-0.0005839675,0.0018,0.0143256705,0.0150256705,0.0147256705,0.0349208865,0.0379268805,"1"
"103",1.41,2.4,0.6940733128,0.0209,0.0184498597,0.0238498597,0.0166498597,0.0265347164,0.0112501403,0.0045636109,0.0055079667,0.0017530246,-0.04,0.04,-0.0546055978000001,0.0038,-0.00354531840000003,-0.00384531840000003,-0.00354531840000003,-0.0045033386,0.00374531840000003,0.0264327929,-0.0005878752,0.0006774336,0.001,-0.00210185139999995,-0.00230185139999994,-0.00220185139999994,-0.034282584,-0.0410810549,"0"
"104",1.41,2.43,0.7624968735,0.0201,0.0274686567,0.0319686567,0.0256686567,0.0240133528,0.00373134329999997,-0.0162443481,-0.0152285056,0.0015742751,0,0.0300000000000002,0.0684235607,-0.000799999999999999,0.00901879700000002,0.00811879700000002,0.00901879700000002,-0.0025213636,-0.00751879700000002,-0.020807959,-0.0207364723,-0.0001787495,-0.0014,-0.000414234300000035,-0.000914234300000039,-0.000514234300000038,0.0339872405,0.0337467215,"0"
"105",1.42,2.51,0.795496906,0.0211,0.0377174721,0.0423174721,0.0338174721,0.0274618998,-0.00371747209999995,-0.0034053246,-0.017127809,0.0029704537,0.01,0.0799999999999996,0.0330000325000001,0.001,0.0102488153999999,0.0103488153999999,0.00814881539999992,0.003448547,-0.00744881539999992,0.0128390235,-0.0018993034,0.0013961786,0.0011,0.00361582650000006,0.00371582650000007,0.00341582650000006,-0.0013028904,-0.0146131265,"0"
"106",1.42,2.55,0.8082108771,0.0179,0.0403488154,0.0462488154,0.0358488154,0.0258766059,-0.00744881539999998,0.0330894767,0.0345785036,0.002368131,0,0.04,0.0127139710999999,-0.0032,0.00263134330000002,0.00393134330000002,0.00203134330000002,-0.0015852939,-0.00373134330000002,0.0364948013,0.0517063126,-0.0006023227,9.99999999999994e-05,9.99999999999994e-05,0.000199999999999999,0.0018,-0.0359168751,0.0017927639,"1"
"107",1.45,2.51,0.7597009612,0.016,0.0387488154,0.0448488154,0.0348488154,0.0248222723,-0.00744881539999998,0.023114493,0.0326963198,0.0013666189,0.03,-0.04,-0.0485099159,-0.0019,-0.0016,-0.0014,-0.001,-0.0010543336,0,-0.0099749837,-0.0018821838,-0.0010015121,0.0038,-0.00354531840000003,-0.00384531840000003,-0.00354531840000003,0.0264327929,-0.0005878752,"1"
"108",1.47,2.55,0.8049158183,0.0103,0.0360488154,0.0425488154,0.0352488154,0.022093476,-0.00744881539999998,0.0391056589,0.0364720575,0.0011954861,0.02,0.04,0.0452148571000001,-0.0057,-0.0027,-0.0023,0.000399999999999998,-0.0027287963,0,0.0159911659,0.0037757377,-0.0001711328,-0.000799999999999999,0.00901879700000002,0.00811879700000002,0.00901879700000002,-0.020807959,-0.0207364723,"1"
"109",1.45,2.62,0.732467844,0.0064,0.0252407066,0.0311407066,0.0234407066,0.018357419,0.00375929339999997,0.0179357552,-0.00133351,0.0020959837,-0.02,0.0700000000000003,-0.0724479743000001,-0.0039,-0.0108081087999999,-0.0114081087999999,-0.0118081087999999,-0.003736057,0.0112081087999999,-0.0211699037,-0.0378055675,0.0009004976,0.001,0.0102488153999999,0.0103488153999999,0.00814881539999992,0.0128390235,-0.0018993034,"1"
"110",1.47,2.63,0.6777451035,0.0101,0.0251268354,0.0309268354,0.0233268354,0.0168841886,0.00377316459999999,0.0087420082,0.0098304288,0.0024500628,0.02,0.00999999999999979,-0.0547227405,0.0037,-0.000113871200000018,-0.000213871200000014,-0.000113871200000015,-0.0014732304,1.38712000000152e-05,-0.009193747,0.0111639388,0.0003540791,-0.0032,0.00263134330000002,0.00393134330000002,0.00203134330000002,0.0364948013,0.0517063126,"1"
"111",1.54,2.77,0.6041197854,0.0115,0.0252268354,0.0307268354,0.0234268354,0.0269928125,0.00377316459999999,0.0044863304,0.008221067,0.0026482811,0.0700000000000001,0.14,-0.0736253180999999,0.0014,0.000100000000000003,-0.000199999999999999,9.99999999999994e-05,0.0101086239,0,-0.0042556778,-0.0016093618,0.0001982183,-0.0019,-0.0016,-0.0014,-0.001,-0.0099749837,-0.0018821838,"0"
"112",1.56,2.96,0.6077617769,0.0128,0.0115014623,0.0161014623,0.0101014623,0.0279683419,0.0186985377,-0.0232879146,-0.0068855278,0.0056039772,0.02,0.19,0.0036419915,0.0013,-0.0137253731,-0.0146253731,-0.0133253731,0.000975529399999998,0.0149253731,-0.027774245,-0.0151065948,0.0029556961,-0.0057,-0.0027,-0.0023,0.000399999999999998,0.0159911659,0.0037757377,"1"
"113",1.57,3.22,0.5516416323,0.0141,0.0119391578,0.0165391578,0.0107391578,0.0253639323,0.0185608422,-0.0002555155,0.0009946705,0.0020188678,0.01,0.26,-0.0561201446,0.0013,0.000437695500000033,0.000437695500000036,0.000637695500000035,-0.0026044096,-0.000137695500000035,0.0230323991,0.0078801983,-0.0035851094,-0.0039,-0.0108081087999999,-0.0114081087999999,-0.0118081087999999,-0.0211699037,-0.0378055675,"1"
"114",1.62,3.44,0.5336247911,0.0207,0.00172241559999998,0.00632241559999998,0.000222415599999977,0.0256339808,0.0295775844,-0.0025756498,-0.0003443416,0.0089136029,0.05,0.22,-0.0180168411999999,0.0066,-0.0102167422,-0.0102167422,-0.0105167422,0.000270048500000002,0.0110167422,-0.0023201343,-0.0013390121,0.0068947351,0.0037,-0.000113871200000018,-0.000213871200000014,-0.000113871200000015,-0.009193747,0.0111639388,"1"
"115",1.64,3.62,0.5098280098,0.0254,-0.00532396120000003,-0.00062396120000003,-0.00732396120000003,0.0252445499,0.0368239612,0.0135715902,0.0111066926,0.0050837608,0.0199999999999998,0.18,-0.0237967813000001,0.0047,-0.00704637680000001,-0.00694637680000001,-0.00754637680000001,-0.000389430900000001,0.00724637680000001,0.01614724,0.0114510342,-0.0038298421,0.0014,0.000100000000000003,-0.000199999999999999,9.99999999999994e-05,-0.0042556778,-0.0016093618,"1"
"116",1.73,3.69,0.5310771996,0.0225,-0.00168995499999999,0.003310045,-0.00238995499999999,0.0266950684,0.032689955,-0.0069223253,-0.0017631548,0.0032889871,0.0900000000000001,0.0699999999999998,0.0212491898,-0.0029,0.00363400620000004,0.00393400620000003,0.00493400620000004,0.0014505185,-0.00413400620000004,-0.0204939155,-0.0128698474,-0.0017947737,0.0013,-0.0137253731,-0.0146253731,-0.0133253731,-0.027774245,-0.0151065948,"0"
"117",1.8,3.6,0.5515645927,0.0249,0.00014554849999996,0.00514554849999996,-0.00255445150000004,0.0256715221,0.0324544515,0.0136753035,-0.0081483524,0.003688373,0.0700000000000001,-0.0899999999999999,0.0204873931,0.0024,0.00183550349999995,0.00183550349999996,-0.000164496500000045,-0.0010235463,-0.000235503499999956,0.0205976288,-0.0063851976,0.0003993859,0.0013,0.000437695500000033,0.000437695500000036,0.000637695500000035,0.0230323991,0.0078801983,"0"
"118",1.84,3.46,0.5719095213,0.0284,0.00691124969999999,0.0120112497,0.00371124969999999,0.0293619492,0.0286887503,-0.0344052159,-0.0287424479,0.0025187611,0.04,-0.14,0.0203449285999999,0.0035,0.00676570120000003,0.00686570120000003,0.00626570120000003,0.0036904271,-0.00376570120000003,-0.0480805194,-0.0205940955,-0.0011696119,0.0066,-0.0102167422,-0.0102167422,-0.0105167422,-0.0023201343,-0.0013390121,"1"
"119",1.74,3.41,0.5441768274,0.0321,0.00197311950000003,0.00817311950000003,-0.00102688049999997,0.0261493673,0.0355268805,-0.028771081,-0.0309793649,0.0043938031,-0.1,-0.0499999999999998,-0.0277326939,0.00369999999999999,-0.00493813019999996,-0.00383813019999996,-0.00473813019999995,-0.0032125819,0.00683813019999996,0.0056341349,-0.002236917,0.001875042,0.0047,-0.00704637680000001,-0.00694637680000001,-0.00754637680000001,0.01614724,0.0114510342,"0"
"120",1.73,3.4,0.5998188749,0.0308,0.00839226420000003,0.0160922642,0.00489226420000003,0.0265995947,0.0282077358,0.0346972524,0.0343291261,0.0022882802,-0.01,-0.0100000000000002,0.0556420475,-0.0013,0.0064191447,0.0079191447,0.0059191447,0.000450227399999999,-0.0073191447,0.0634683334,0.065308491,-0.0021055229,-0.0029,0.00363400620000004,0.00393400620000003,0.00493400620000004,-0.0204939155,-0.0128698474,"1"
"121",1.73,3.42,0.5658765324,0.0329,0.0180097019,0.0252097019,0.0150097019,0.0305276914,0.0210902981,-0.0420088591,-0.0457980739,0.0013628526,0,0.02,-0.0339423424999999,0.0021,0.00961743770000001,0.00911743770000001,0.0101174377,0.0039280967,-0.00711743770000001,-0.0767061115,-0.0801272,-0.0009254276,0.0024,0.00183550349999995,0.00183550349999996,-0.000164496500000045,0.0205976288,-0.0063851976,"0"
"122",1.76,3.47,0.624150778,0.0353,0.0236432708,0.0317432708,0.0188432708,0.0343625225,0.0175567292,0.0036695338,-0.002503056,0.0042182258,0.03,0.0500000000000003,0.0582742455999999,0.0024,0.0056335689,0.0065335689,0.00383356890000001,0.0038348311,-0.00353356890000001,0.0456783929,0.0432950179,0.0028553732,0.0035,0.00676570120000003,0.00686570120000003,0.00626570120000003,-0.0480805194,-0.0205940955,"0"
"123",1.79,3.37,0.6536757786,0.0304,0.0346277778,0.0468277778,0.0288277778,0.034873147,0.00347222219999999,0.0802081284,0.1042643298,0.0096774924,0.03,-0.1,0.0295250006000001,-0.0049,0.010984507,0.015084507,0.00998450699999997,0.000510624500000001,-0.014084507,0.0765385946,0.1067673858,0.0054592666,0.00369999999999999,-0.00493813019999996,-0.00383813019999996,-0.00473813019999995,0.0056341349,-0.002236917,"1"
"124",1.77,3.14,0.6685916376,0.013,0.0293795848,0.0398795848,0.0251795848,0.0289353475,0.00692041519999997,0.0117314632,0.0044502564,0.0020399187,-0.02,-0.23,0.0149158589999999,-0.0174,-0.00524819299999999,-0.00694819299999998,-0.00364819299999999,-0.0059377995,0.00344819299999999,-0.0684766652,-0.0998140734,-0.0076375737,-0.0013,0.0064191447,0.0079191447,0.0059191447,0.0634683334,0.065308491,"1"
"125",1.73,2.93,0.6246601698,0.0083,0.0219067326,0.0317067326,0.0186067326,0.0214366176,0.0137932674,0.0024026302,0.015576618,0.0016180812,-0.04,-0.21,-0.0439314677999999,-0.0047,-0.0074728522,-0.0081728522,-0.0065728522,-0.0074987299,0.0068728522,-0.009328833,0.0111263616,-0.0004218375,0.0021,0.00961743770000001,0.00911743770000001,0.0101174377,-0.0767061115,-0.0801272,"1"
"126",1.73,2.88,0.5613711966,0.0244,0.0236937633,0.0314937633,0.0207937633,0.0139834782,0.0172062367,-0.0809706388,-0.0559610202,0.0017947668,0,-0.0500000000000003,-0.0632889732,0.0161,0.00178703069999998,-0.000212969300000011,0.00218703069999999,-0.0074531394,0.00341296930000001,-0.083373269,-0.0715376382,0.0001766856,0.0024,0.0056335689,0.0065335689,0.00383356890000001,0.0456783929,0.0432950179,"1"
"127",1.75,2.89,0.5117793198,0.0277,0.0235937633,0.0312937633,0.0209937633,0.0236868316,0.0172062367,0.0073956226,0.0153887384,0.0030364572,0.02,0.0100000000000002,-0.0495918768,0.0033,-9.99999999999959e-05,-0.000199999999999999,0.000199999999999999,0.0097033534,0,0.0883662614,0.0713497586,0.0012416904,-0.0049,0.010984507,0.015084507,0.00998450699999997,0.0765385946,0.1067673858,"0"
"128",1.77,3.11,0.5168602815,0.028,0.0242114574,0.0314114574,0.0232114574,0.0249843896,0.0170885426,0.0053125309,0.0013836728,0.0019211096,0.02,0.22,0.00508096169999994,0.000300000000000002,0.000617694099999955,0.000117694099999954,0.00221769409999996,0.001297558,-0.000117694099999954,-0.0020830917,-0.0140050656,-0.0011153476,-0.0174,-0.00524819299999999,-0.00694819299999998,-0.00364819299999999,-0.0684766652,-0.0998140734,"1"
"129",1.79,3.4,0.4832193909,0.0321,0.0343843096,0.0401843096,0.0316843096,0.0268820744,0.0102156904,-0.0112063442,-0.0241288972,0.0018354213,0.02,0.29,-0.0336408906,0.0041,0.0101728522,0.0087728522,0.0084728522,0.0018976848,-0.0068728522,-0.0165188751,-0.02551257,-8.56883000000001e-05,-0.0047,-0.0074728522,-0.0081728522,-0.0065728522,-0.009328833,0.0111263616,"0"
"130",1.81,3.43,0.4923378926,0.0404,0.0316405221,0.0382405221,0.0293405221,0.0305283913,0.0135594779,-0.0038352898,-0.0067784674,0.0032673401,0.02,0.0300000000000002,0.0091185017,0.0083,-0.00274378749999998,-0.00194378749999997,-0.00234378749999997,0.0036463169,0.00334378749999997,0.0073710544,0.0173504298,0.0014319188,0.0161,0.00178703069999998,-0.000212969300000011,0.00218703069999999,-0.083373269,-0.0715376382,"1"
"131",1.83,3.39,0.4577837965,0.0449,0.0322405221,0.0392405221,0.0311405221,0.0228563041,0.0135594779,-0.0130249519,0.0203326116,0.0014254196,0.02,-0.04,-0.0345540961,0.0045,0.000600000000000003,0.001,0.0018,-0.0076720872,0,-0.0091896621,0.027111079,-0.0018419205,0.0033,-9.99999999999959e-05,-0.000199999999999999,0.000199999999999999,0.0883662614,0.0713497586,"0"
"132",1.94,3.39,0.549798083,0.0331,0.0381432432,0.0457432432,0.0343432432,0.02559341,0.00675675679999999,0.0609260431,0.0431884259,0.0030388098,0.11,0,0.0920142865,-0.0118,0.00590272110000002,0.00650272110000002,0.00320272110000002,0.0027371059,-0.00680272110000002,0.073950995,0.0228558143,0.0016133902,0.000300000000000002,0.000617694099999955,0.000117694099999954,0.00221769409999996,-0.0020830917,-0.0140050656,"1"
"133",1.95,3.26,0.5291748619,0.0246,0.0310318338,0.0391318338,0.0272318338,0.0242699263,0.0134681662,0.0152059897,0.0097440551,0.0015676725,0.01,-0.13,-0.0206232211,-0.0085,-0.00711140940000004,-0.00661140940000003,-0.00711140940000003,-0.0013234837,0.00671140940000003,-0.0457200534,-0.0334443708,-0.0014711373,0.0041,0.0101728522,0.0087728522,0.0084728522,-0.0165188751,-0.02551257,"0"
"134",1.95,3.27,0.5843417106,0.0248,0.0357885906,0.0433885906,0.0319885906,0.028312467,0.00671140940000003,0.0375773408,0.0311631757,0.0033864096,0,0.0100000000000002,0.0551668487,0.000199999999999999,0.00475675679999999,0.00425675679999998,0.00475675679999998,0.0040425407,-0.00675675679999999,0.0223713511,0.0214191206,0.0018187371,0.0083,-0.00274378749999998,-0.00194378749999997,-0.00234378749999997,0.0073710544,0.0173504298,"1"
"135",1.95,3.27,0.5504229651,0.0225,0.0334552573,0.0409552573,0.0279552573,0.0227613608,0.0100447427,0.0182567356,0.0041298618,0.0021676941,0,0,-0.0339187455,-0.0023,-0.00233333329999997,-0.00243333329999997,-0.00403333329999996,-0.0055511062,0.00333333329999996,-0.0193206052,-0.0270333139,-0.0012187155,0.0045,0.000600000000000003,0.001,0.0018,-0.0091896621,0.027111079,"1"
"136",1.94,3.09,0.5466798694,0.0239,0.0288329981999999,0.0368329981999999,0.0263329981999999,0.0227375905,0.0133670018000001,0.0053523818,0.0331060787,0.0017035242,-0.01,-0.18,-0.00374309569999998,0.0014,-0.00462225910000005,-0.00412225910000005,-0.00162225910000006,-2.37702999999999e-05,0.00332225910000006,-0.0129043538,0.0289762169,-0.0004641699,-0.0118,0.00590272110000002,0.00650272110000002,0.00320272110000002,0.073950995,0.0228558143,"0"
"137",1.94,3.03,0.5408211006,0.0233,0.030021891,0.037021891,0.027121891,0.0224821258,0.013278109,-0.0007042532,-0.0147027853,0.0019624595,0,-0.0600000000000001,-0.00585876880000002,-6e-04,0.00118889280000001,0.000188892800000014,0.000788892800000017,-0.000255464700000003,-8.88928000000178e-05,-0.006056635,-0.047808864,0.0002589353,-0.0085,-0.00711140940000004,-0.00661140940000003,-0.00711140940000003,-0.0457200534,-0.0334443708,"1"
"138",1.96,3.05,0.5275167211,0.0228,0.031221891,0.037921891,0.027021891,0.0249633869,0.013278109,0.0125826584,0.0166243763,0.0018570884,0.02,0.02,-0.0133043795,-5e-04,0.0012,0.000900000000000005,-9.99999999999959e-05,0.0024812611,0,0.0132869116,0.0313271616,-0.0001053711,0.000199999999999999,0.00475675679999999,0.00425675679999998,0.00475675679999998,0.0223713511,0.0214191206,"1"
"139",2.02,3.19,0.5059222584,0.026,0.0309657505999999,0.0377657505999999,0.0282657505999999,0.0223242879,0.0132342494000001,-0.0074777725,0.0128951675,0.0009648005,0.0600000000000001,0.14,-0.0215944627,0.0032,-0.000256140400000021,-0.000156140400000032,0.00124385959999997,-0.002639099,-4.38595999999736e-05,-0.0200604309,-0.0037292088,-0.0008922879,-0.0023,-0.00233333329999997,-0.00243333329999997,-0.00403333329999996,-0.0193206052,-0.0270333139,"0"
"140",2.04,3.37,0.5457245916,0.0272,0.0307093212,0.0372093212,0.0266093212,0.0240753041,0.0131906788,0.0344103852,0.0285415482,0.0013561195,0.02,0.18,0.0398023331999999,0.0012,-0.000256429399999959,-0.000556429399999954,-0.00165642939999996,0.0017510162,-4.35706000000424e-05,0.0418881577,0.0156463807,0.000391319,0.0014,-0.00462225910000005,-0.00412225910000005,-0.00162225910000006,-0.0129043538,0.0289762169,"0"
"141",2.06,3.47,0.6873574686,0.0273,0.0329638639,0.0403638639,0.0302638639,0.0264554418,0.0098361361,0.0051401533,0.01156308,0.0180956601,0.02,0.1,0.141632877,0.000100000000000003,0.00225454270000001,0.00315454270000002,0.00365454270000001,0.0023801377,-0.00335454270000002,-0.0292702319,-0.0169784682,0.0167395406,-6e-04,0.00118889280000001,0.000188892800000014,0.000788892800000017,-0.006056635,-0.047808864,"0"
"142",2.08,3.53,0.6663442606,0.0278,0.0268492059,0.0339492059,0.0234492059,0.0306014188,0.0163507941,0.0137425066,0.0217922791,0.0038224341,0.02,0.0599999999999996,-0.0210132080000001,0.000499999999999997,-0.00611465799999995,-0.00641465799999996,-0.00681465799999995,0.004145977,0.00651465799999995,0.0086023533,0.0102291991,-0.014273226,-5e-04,0.0012,0.000900000000000005,-9.99999999999959e-05,0.0132869116,0.0313271616,"1"
"143",2.13,3.67,0.5916270511,0.0287,0.0293386796,0.0361386796,0.0264386796,0.0199678967,0.0130613204,0.0140544517,0.015372157,0.0052708904,0.0499999999999998,0.14,-0.0747172094999999,0.000900000000000001,0.00248947369999999,0.00218947369999999,0.00298947369999999,-0.0106335221,-0.00328947369999999,0.000311945100000001,-0.0064201221,0.0014484563,0.0032,-0.000256140400000021,-0.000156140400000032,0.00124385959999997,-0.0200604309,-0.0037292088,"1"
"144",2.15,3.71,0.5875285706,0.0289,0.0288811221,0.0357811221,0.0270811221,0.0143800066,0.0130188779,0.0016005499,0.0108349253,0.0014518118,0.02,0.04,-0.00409848050000006,0.000199999999999999,-0.000457557500000039,-0.000357557500000036,0.000642442499999958,-0.0055878901,-4.24424999999617e-05,-0.0124539018,-0.0045372317,-0.0038190786,0.0012,-0.000256429399999959,-0.000556429399999954,-0.00165642939999996,0.0418881577,0.0156463807,"1"
"145",2.2,3.84,0.5672815754,0.0299,0.0293232895000001,0.0354232895000001,0.0277232895000001,0.0182630456,0.0129767104999999,0.0029993248,0.0039741247,0.0008869191,0.0500000000000003,0.13,-0.0202469952,0.001,0.000442167400000068,-0.000357832599999934,0.000642167400000074,0.003883039,-4.21674000000705e-05,0.0013987749,-0.0068608006,-0.0005648927,0.000100000000000003,0.00225454270000001,0.00315454270000002,0.00365454270000001,-0.0292702319,-0.0169784682,"1"
"146",2.21,3.96,0.5472236248,0.0338,0.0334225134,0.0387225134,0.0313225134,0.010313262,0.00967748660000001,0.0056085926,0.0039952875,0.001186595,0.00999999999999979,0.12,-0.0200579506,0.0039,0.00409922389999993,0.00329922389999993,0.00359922389999993,-0.0079497836,-0.00329922389999993,0.0026092678,2.11628000000002e-05,0.0002996759,0.000499999999999997,-0.00611465799999995,-0.00641465799999996,-0.00681465799999995,0.0086023533,0.0102291991,"1"
"147",2.28,4.02,0.5255914542,0.0352,0.0306173852,0.0356173852,0.0288173852,0.0089546781,0.0128826148,0.001885248,0.002985565,0.0038872822,0.0699999999999998,0.0599999999999996,-0.0216321706,0.00140000000000001,-0.00280512819999996,-0.00310512819999996,-0.00250512819999996,-0.0013585839,0.00320512819999996,-0.0037233446,-0.0010097225,0.0027006872,0.000900000000000001,0.00248947369999999,0.00218947369999999,0.00298947369999999,0.000311945100000001,-0.0064201221,"1"
"148",2.33,4.18,0.5236754417,0.0354,0.0245689667,0.0290689667,0.0231689667,0.0177831955,0.0192310333,0.0011922957,0.0078592687,0.0003697564,0.0500000000000003,0.16,-0.00191601249999995,0.000199999999999999,-0.00604841850000001,-0.00654841850000001,-0.00564841850000001,0.0088285174,0.00634841850000001,-0.0006929523,0.0048737037,-0.0035175258,0.000199999999999999,-0.000457557500000039,-0.000357557500000036,0.000642442499999958,-0.0124539018,-0.0045372317,"1"
"149",2.38,4.33,0.5122068551,0.0348,0.0280947732,0.0324947732,0.0258947732,0.0205029394,0.0160052268,0.0166905921,0.0145694694,0.0008783858,0.0499999999999998,0.15,-0.0114685866000001,-0.000600000000000003,0.00352580649999993,0.00342580649999993,0.00272580649999993,0.0027197439,-0.00322580649999993,0.0154982964,0.0067102007,0.0005086294,0.001,0.000442167400000068,-0.000357832599999934,0.000642167400000074,0.0013987749,-0.0068608006,"1"
"150",2.44,4.47,0.4865371214,0.0353,0.0250810934,0.0290810934,0.0229810934,0.0204030634,0.0191189066,0.007815608,0.0110379704,0.0007953194,0.0600000000000001,0.14,-0.0256697337,5e-04,-0.00301367979999999,-0.00341367979999999,-0.00291367979999999,-9.98759999999987e-05,0.00311367979999999,-0.0088749841,-0.003531499,-8.30664e-05,0.0039,0.00409922389999993,0.00329922389999993,0.00359922389999993,0.0026092678,2.11628000000002e-05,"0"
"151",2.5,4.55,0.4872273003,0.0384,0.0190522593,0.0227522593,0.0169522593,0.0230944256,0.0253477407,0.0090253319,0.0134384624,0.000751148,0.0600000000000001,0.0800000000000001,0.000690178900000005,0.0031,-0.00602883409999997,-0.00632883409999997,-0.00602883409999997,0.0026913622,0.00622883409999997,0.0012097239,0.002400492,-4.41714e-05,0.00140000000000001,-0.00280512819999996,-0.00310512819999996,-0.00250512819999996,-0.0037233446,-0.0010097225,"0"
"152",2.55,4.68,0.469489905,0.0393,0.0190911294,0.0226911294,0.0170911294,0.0191333633,0.0251088706,0.0108347902,0.0102180987,0.0007036398,0.0499999999999998,0.13,-0.0177373953,0.000900000000000005,3.88701000000116e-05,-6.11298999999843e-05,0.000138870100000014,-0.0039610623,-0.00023887010000001,0.0018094583,-0.0032203637,-4.75082e-05,0.000199999999999999,-0.00604841850000001,-0.00654841850000001,-0.00564841850000001,-0.0006929523,0.0048737037,"0"
"153",2.61,4.84,0.4808589565,0.038,0.0102318701000001,0.0141318701000001,0.00793187010000006,0.0175502789,0.0343681298999999,0.0101318905,0.0015987095,0.0023259032,0.0600000000000001,0.16,0.0113690515,-0.0013,-0.00885925929999994,-0.00855925929999993,-0.00915925929999994,-0.0015830844,0.00925925929999993,-0.000702899699999999,-0.0086193892,0.0016222634,-0.000600000000000003,0.00352580649999993,0.00342580649999993,0.00272580649999993,0.0154982964,0.0067102007,"1"
